id,dark_minimal_techno,psytrance,progressive_house,dubstep
2EKGj9ezOiQtkraRnb2SNE,1,0,0,0
6DbVtbnrGBeGcDl9sMKGIz,1,0,0,0
33vvU1hbmBscPl2RPIWoV1,1,0,0,0
1BbSjhxgxuHTEMCqo4SNs6,1,0,0,0
4upiwXelXOsjqOiwePeQo5,1,0,0,0
3gGi4lT5V1AxKFJOeYLB3f,1,0,0,0
3jRP3OmtZvVowM5TW2tA3y,1,0,0,0
5Wy62ax0Ux4LpMYCDjVYfb,1,0,0,0
4EdUh0RkmeLiFVR6giiT8B,1,0,0,0
395UHpdZ8FI3SZaumUK0rf,1,0,0,0
3NNHGIp4e2ieNSe5UUfu31,1,0,0,0
34hPRSsSe23bW8HuRvhV6o,1,0,0,0
5CWL7Tb1H8MipMvIIueYN8,1,0,0,0
2XTNGyCEWm18ByNhRv1M5E,1,0,0,0
5pdqyuhJlSJ3Xyqvtb6LKO,1,0,0,0
0Y9n7KowWgGGbPbb21EJhz,1,0,0,0
3agUMX9SnNz5TikhqVWtmc,1,0,0,0
2Nc98452QQLX2jCyEANTcq,1,0,0,0
6M0MNxXhTyZxZoNbA8nCV8,1,0,0,0
1cbgYjPfpCumwVZmnyQYA4,1,0,0,0
7jSR70ipGWc99hDUthfPKw,1,0,0,0
5ZzPlvpztx9Rs5XmuM8CYX,1,0,0,0
2s5lhebVmIN8olcxAp2iYK,1,0,0,0
0NBgcxt9ThotAmrpPMgmib,1,0,0,0
0zQ8X26ETd7E5nQiLCPTNc,1,0,0,0
2pAoNI4sDlaclqJDXr9k6n,1,0,0,0
2lQQLdheDDmiaK31xDsU5j,1,0,0,0
0AfmcVVjieguLognhIGfV6,1,0,0,0
0kNbatMboaGdyVNdLDzKYe,1,0,0,0
7vD7CYZCshI0NCfglmhSI9,1,0,0,0
4mULBhcIhcdNj2G1w29nNK,1,0,0,0
6ndhlCOg16FaXH8Qvjim3A,1,0,0,0
4Hzom5THloeI23mTp9RCQG,1,0,0,0
3EAMJnZrEy5fGWfO4MHfNE,1,0,0,0
2tvAdk3k2pIybrQ4Q0Mk3B,1,0,0,0
2pN3FbOGkaABSNB1Hx3iHi,1,0,0,0
6aChdjkMGDQ8lT9jWPWvcg,1,0,0,0
1H4DFShD8IiXfh1pukdqpn,1,0,0,0
7BrKETGyNkNyTwQBpkQ9mS,1,0,0,0
1iF2ReDhumEKECIflIPldG,1,0,0,0
0BD8f3imZnmvqkW1G8q5IF,1,0,0,0
7u45mq84PlVQA0cPEUNoB8,1,0,0,0
1vSkdTdt3uVcEqwhucLJH4,1,0,0,0
4Su7nAAeeHpFbp1XiN84VQ,1,0,0,0
0IebyBOIsEHLO8H7gjPUm8,1,0,0,0
5iVhQDLR6jlKcFf4lLNuxv,1,0,0,0
5L0XAiu7PREKPrWH5zOOYa,1,0,0,0
3ejeLEEpv76XS43QwPWxjP,1,0,0,0
6PMusPYjNP8L9NUQBfLgvj,1,0,0,0
6ZFALWePDHA7DAdy0tfsjb,1,0,0,0
0B70uWauC9BvZGxujV3NGm,1,0,0,0
1d3ZDOCe0ISPePx4RLN1tn,1,0,0,0
1Rhud8MJzcWpEol6kWj294,1,0,0,0
5xg6nZSiIzJ1EYYRjVJVJC,1,0,0,0
0IKYT8amYcVFyzEmay2P6o,1,0,0,0
3nGg1PiO9JgIv3dBeCjPMJ,1,0,0,0
2f9Vh3MChiPGIy3X2laWrD,1,0,0,0
2xJXwZfvIWKskygKw9guia,1,0,0,0
51DQJOJT0MhoVf1i6QlyTj,1,0,0,0
6lo33w3LTeqv5XPNoce8FW,1,0,0,0
5DVRRL5AOtwDLhmJXSYiN5,1,0,0,0
7CWJdVH7PvHFQL41PnqoL0,1,0,0,0
4SVIMu13Nii6XS8Ph7IJjH,1,0,0,0
3ZiNXEoFB5VGGMyFHl4Z2j,1,0,0,0
4Mb654rPIeVh9MceWdoFDV,1,0,0,0
0tAXFWilrFwsmISKkelYPx,1,0,0,0
0GAq2xrV81lDigwQUWxicv,1,0,0,0
3DhTxEd2h2Dn5g0iLaXOfI,1,0,0,0
6zVo6SwpIVuSgCPTsGogL8,1,0,0,0
1k97usgXFdZdw1cpduvgts,1,0,0,0
6w8sGtYeqeXWyw1HYk9oUM,1,0,0,0
41cAfsNV2ggsQpG8OG62DX,1,0,0,0
5caw4nIjOTg6tWycHTTTsW,1,0,0,0
3JTgL5wQL6y1fqEP3m31Kk,1,0,0,0
1kGB2P7jlmMCQg5BfiIQf8,1,0,0,0
1MgXHiNj7wdZk0ci3uYTfY,1,0,0,0
5DDlINdn4uTVADIRRzllY7,1,0,0,0
7Jqmv67vdoz4if3TP3DaZA,1,0,0,0
4ON4YgwesZVvP1fiI6qFhf,1,0,0,0
6WwjSBtTWmd5iuhmhzXooh,1,0,0,0
3p7inN5GDZ8jQqtaFbfjHn,1,0,0,0
1Knptk6gGdWCajEOvVGWo8,1,0,0,0
09hWjJ9jH1GlFrDubBFZho,1,0,0,0
5pIKLHkVtOD2huKpOKTh3b,1,0,0,0
1LFL3V83HurEjhh3WcNnkC,1,0,0,0
3c0q7c2pNN8mkZqHf5o6j8,1,0,0,0
3OspXvDqPtEquLhBBBF18Q,1,0,0,0
6kqQUyWFp9RrCFm16oaNtQ,1,0,0,0
3fY0G366ll0DvEkj12BgAr,1,0,0,0
7dZftIatrTBWKM3UPpzKQD,1,0,0,0
55ny6DrX3NaCDBKnbJEsW3,1,0,0,0
41CfLHETwquE2iRybXdwbj,1,0,0,0
0fluPtzri0v8nlgrFRbQRt,1,0,0,0
4kl9Hy9ZrQmOYR4SIAyGwK,1,0,0,0
1Wsi5Q0AZryPOqQpxgrtSp,1,0,0,0
0Omgla0Q8Uoo60PH9frScB,1,0,0,0
374AbucF3KAFT6p08ZeLuU,1,0,0,0
4fF1bmmBFceuzw5X8V9Exu,1,0,0,0
25vNOGKx09RHm9emgcgfah,1,0,0,0
3jdl0K7JU29dbgm8VWCn4D,1,0,0,0
3tgo8vrickENhGWTIFtzn8,1,0,0,0
2mJzakKuIJKXiy4ehkty8j,1,0,0,0
5MOynXle6DYnR3mO8Hf24G,1,0,0,0
3GZ1tYXnLEfewMQ8ZxcWgg,1,0,0,0
4Ys1wreWOMTBvtueGbpFAF,1,0,0,0
6uEoVlcoKQWfS4OV0Np41Y,1,0,0,0
2iDLOhwqpcmsWIWF0UiVxj,1,0,0,0
6St0MB8m4s6p7HDWMdxp3o,1,0,0,0
5oBRjdRLUCkVWQ1vHxXsEU,1,0,0,0
5DqXK6RRRMJhJDaOtjqdY3,1,0,0,0
2GUvi2bADgxYjjTniWjNuG,1,0,0,0
0Rr90urpCN8QT99sDHE3cK,1,0,0,0
0ekbKR9YEbNNZoD157LP8c,1,0,0,0
31fHyB2Granyqy1rstDGrG,1,0,0,0
3YhUyqGyctJFyQ3GnLJi8E,1,0,0,0
3Q5qCLJ8pqjq2GJTs02ROy,1,0,0,0
23XzYfFND2MGB5bdgccV3b,1,0,0,0
0waVO7gdptk04Kdczlk0Eg,1,0,0,0
4rt5exixyVvfjMHvAVXMp7,1,0,0,0
5jVMqwFlVDX6gu0kbmxiKf,1,0,0,0
1JdTO4hTGg96ZgjHi3Ntmi,1,0,0,0
2A7xXsWXa3RKhiYe3ls2RM,1,0,0,0
0QBeI2LqicwDv17kiicfkS,1,0,0,0
2tgdXFSkV6RxLTaW6dA5s5,1,0,0,0
1O16kYfO81HxvyTfzZ7NOZ,1,0,0,0
6FKyW2m6hbhp7AugXg2kyE,1,0,0,0
0eod1mkKiF6l5zI4kroh71,1,0,0,0
3SDoF5uUqjgCPM7RKMKTuD,1,0,0,0
4k1GpcKJy39kYc5OXXcTGS,1,0,0,0
2A0GoGbLqH4dZZRWPbS4Oa,1,0,0,0
7HkbBLPZTjuBBUMn6diEC1,1,0,0,0
3i1fvJWWflNTDTiVKLrden,1,0,0,0
2cz7BcHC2h6J7uAN5heiFN,1,0,0,0
3ugjmBLDLUAXfxpxrA4qYy,1,0,0,0
2i9XRJECQDWm13lswC0s23,1,0,0,0
7ungiwVTtUGS2QeZsCAklB,1,0,0,0
1D1ddjWa04LqjNcmF3kRTs,1,0,0,0
6Y9tAwzEYimIzy78HZkBG5,1,0,0,0
7p1bX9lFV94Dxcvy2nmx5G,1,0,0,0
2tf7nGf5NNNjty3DDFquVi,1,0,0,0
1jv4Jy9VVQ9zqWg4mbo03z,1,0,0,0
1lZcDLmkvjsPuF233DURFJ,1,0,0,0
5teRdqxYMMFknnhOjA7TDj,1,0,0,0
453iVsEUk66dW5KA7nhDwc,1,0,0,0
0ETN6XwaYNwGXpSAntENXb,1,0,0,0
4lpQYFEdZXqlXXJufbZZhQ,1,0,0,0
5IsoutBMwsXMtky4lN27YU,1,0,0,0
4JWIWhBnSWBfplqENxYVV2,1,0,0,0
3lf7aWY11RLzX6VgcjVcEG,1,0,0,0
4VDIFuDAX3X88UFDCyj9rb,1,0,0,0
761wRkll8YPAG2gdYgnvWc,1,0,0,0
0BLFRyObsfGLZzY8zNyKbn,1,0,0,0
4qXKXtzM5AMP9TiDO20lQs,1,0,0,0
2IMA2Ur2h1ICVIxSX5xdSZ,1,0,0,0
0kR1IG8hWe35jFe8Z2puBk,1,0,0,0
7mKb0CWAjsYk4LtmYXi167,1,0,0,0
2X46gApsCkFo5X8zeBdsiu,1,0,0,0
53nLtZppsUZYC7HWsMYsc9,1,0,0,0
1WUoLp8Jn4suu08e6xMEEE,1,0,0,0
2mC3EfME8lCfiEP6LXqtNR,1,0,0,0
6XbV6sAWf1DOBPg8ulZ4eg,1,0,0,0
43A50W2jtk3ObFsbbdRTH2,1,0,0,0
63FcO58a99Xt58UhrmCbAE,1,0,0,0
3XTunf7fJ8sP1ixGjFKTEw,1,0,0,0
3GrnZYHYDNRHy49aEMxZaZ,1,0,0,0
413B4yhMYCOk3iupB8Vka5,1,0,0,0
74t0LkWW7J1plTZBTh5DSg,1,0,0,0
6eHhLpyHG4JMpEpw7wyqS5,1,0,0,0
4Ipq7bl2K7cXabJNFo4Zav,1,0,0,0
0J6O4AuqJ6pXuFrxD05LiE,1,0,0,0
2OLPF2raEBYKOpQvAUMFSv,1,0,0,0
2UyFE2vd8ZmJCXMx7lvqZ7,1,0,0,0
0nYyMw9kF5hcnETJXCOnyP,1,0,0,0
6cRndlfZwzKAWp6TB8S21u,1,0,0,0
2dj9nSTld2UDLQbaxUYEDl,1,0,0,0
6WysinByRkBDwDjUrJN87R,1,0,0,0
72TvtFtx4ruNRkdK2FYhsB,1,0,0,0
6JkIE886WwDvYSmFDfyECb,1,0,0,0
2BW8TZkuD5MG2mfaIi2Id2,1,0,0,0
62JnJnVdhxOn5eeRLbFBMz,1,0,0,0
4vPH29OGwgRlBPRcYru5aq,1,0,0,0
1WvPzgBtd39vOEwvnlG15K,1,0,0,0
2RCa4SYYrVKodQ5f6ShOev,1,0,0,0
3SdKpY7bK1jL27dKhH10EO,1,0,0,0
7x7m3MpCvzlsrOvUQ3gdLi,1,0,0,0
78GrNyTYDrbA31iLACXBOG,1,0,0,0
6Dy3eoUYOhH0xIcrVvvTvU,1,0,0,0
5hsYr554gpWK1vylF3xKES,1,0,0,0
7hLtk59fhUIrrqY5YZo3G0,1,0,0,0
6dJvB1sDQijZnyImaP7Yto,1,0,0,0
452X2tiZITUFshtg4mEB2x,1,0,0,0
3Kc8Q9hBVRwejlqgYEzoNp,1,0,0,0
7JJcrdzFaIhLqN8gXxTetV,1,0,0,0
0A9fWwK7HfFjUwKIIUbAu8,1,0,0,0
20VH8B4CBcXEF5WB5uo3e6,1,0,0,0
5dvGC9BSJug5FZAuZ3nMjD,1,0,0,0
0041scxdxablTBsXs7vqru,1,0,0,0
2ecXfhp3K1CEVblYbCAHN0,1,0,0,0
4Xqix4UeZwaiaxr3DV9Jmv,1,0,0,0
5VQvGIO4ZepCBXq8B0DQFc,1,0,0,0
2qLZSxBUSMXn12xKstQBLI,1,0,0,0
2HuLvXyHbT3XzTvzf6Z6UL,1,0,0,0
1CF8V9YwZEPeKsjaumHCvZ,1,0,0,0
2qLl7b42ZSkNmU3SJNr4M2,1,0,0,0
3M7A2J0CILnwwu4dQZzP5j,1,0,0,0
2GKh6wtluQGxQ3SDonBDzv,1,0,0,0
7FZCmdvwQJ6B7HNlK2HycK,1,0,0,0
2dxcuE1XoMEQum5qHi6igp,1,0,0,0
0AP9N4Ddw6jqqDrnugP5uH,1,0,0,0
3r5Qg5D1FqTkaVXC2jB7Go,1,0,0,0
4O5nzC4beDYHMV2TDFoRpI,1,0,0,0
7HsPmrdXGx1vdHZgzhKwGP,1,0,0,0
7mFhubyHRcdei4kVORZT93,1,0,0,0
0jIDLu7pqWSSJobpsQzwlA,1,0,0,0
1374rtYGLQnMIEl6HE0Vky,1,0,0,0
2tCbOmvmF3VsocXCGXKm33,1,0,0,0
5TxvWz1DVo7uwuHctjNGRt,1,0,0,0
0d76EMn3ikhZEcxcjYh9sb,1,0,0,0
14AiPhOceJuByIWaWgrY5J,1,0,0,0
6PEzGOgKQGb5XaywcdnOpg,1,0,0,0
23ixxbUaGtPp0zlHtKC4hw,1,0,0,0
68PcfFz5ZRFpkiVf7dE6q8,1,0,0,0
6Rh7Z7HgjzxouMzlXMN75U,1,0,0,0
6Gm4APMrw8HsH2aw9FaETM,1,0,0,0
3d8FCoLMJ2E0njmyzc7Psl,1,0,0,0
7JfEsq0azfonAXrC9AdNij,1,0,0,0
6O3O9lry5k4BF0tHOCL85Q,1,0,0,0
19BMvVJ0hNBkpeVtYwRnn1,1,0,0,0
0ruHdhdnRJMpwvvKnOOHRs,1,0,0,0
5pqIZKYqy3RLZH0d07JagX,1,0,0,0
3JIAGSo5G6wCrAYxRxR7A6,1,0,0,0
6uKp6XtuGx9oCI3j8SiHyd,1,0,0,0
313Qp1kXFWFnaJVwdLrljC,1,0,0,0
1RGWNzBnWspbE9IhkFzlH5,1,0,0,0
4Pfv0JurKIjoruOOlzqlJM,1,0,0,0
4Y4rhPuttU4f6trk2r7aS2,1,0,0,0
3aeWDftOyNxOpS3YOG7kEw,1,0,0,0
5cn0Fm4XwgCj1ujhUeyV5z,1,0,0,0
4wkrT5jN1KAliJ5ynfiCEn,1,0,0,0
7bOxTPzyKnCM98Ey5mUGiI,1,0,0,0
4onvskjmbP1VRjD2mB7mSy,1,0,0,0
4NVNnqKxsLmN1jZwR8Rteq,1,0,0,0
7kdpxvu5a3NxS2QIQIYTNd,1,0,0,0
3kxQfafTaD9BJKRcis7hNw,1,0,0,0
6bd116HLKsX6DIxfGpNtQv,1,0,0,0
4ZbmSdvYJflv21aASEmYsM,1,0,0,0
3FDytsusvx9WQcHxXVBWu6,1,0,0,0
0KYeme8WqPciVMDqcohtOy,1,0,0,0
2BfBungyxEpZZoe8BRNjXM,1,0,0,0
6Mo66Cmgaj2dLbdUaJHS1b,1,0,0,0
4MgZjJQqPY6UGO35rhr7CT,1,0,0,0
6lQveZdpkd21uhSbGaZig9,1,0,0,0
1xobmaW5CWnJZatjFFyJAF,1,0,0,0
0dC0x8MaaASf0zenCVA4zc,1,0,0,0
3L2AP54qZWQ0aZ5ljPc6Kl,1,0,0,0
0bCtlGR5ky6Mp6DraFiD7r,1,0,0,0
0CaLC4jIho4hNjiUclY4Ll,1,0,0,0
4kfu1QIe4x8MgsFFgBO4M3,1,0,0,0
3rDHELfHs2mFO9lMZtNLHx,1,0,0,0
57iNzsV7nLZoi5S3PbQs4s,1,0,0,0
5YqLuFWxvwMiiVkG6isIeQ,1,0,0,0
4p5obpQKwIx9BoG9Iye6q6,1,0,0,0
3q1xnm1Jn67qQIiCLbs2pP,1,0,0,0
7yhEBpMPkKvxp4boN6etRn,1,0,0,0
76Wf6pjSpCUSmW5Mp9rVwh,1,0,0,0
23wwKjZoFLw3ouubVE5e4b,1,0,0,0
4Cep45MCgsyMESVvRATMah,1,0,0,0
5jlVSboDI5eXNBdtNPTfLA,1,0,0,0
2lzmNWy3znK5sQvAIBNYVY,1,0,0,0
6Md2f5v74N653KnflEIMwG,1,0,0,0
7swQcDk7orfkl7qAcxAEQa,1,0,0,0
0JUxGKHpvSTO2lkCxgcAgR,1,0,0,0
33Gk6a4ejwPl5vsC1iFGer,1,0,0,0
05NC0AJBIyNswc3ebQYWUv,1,0,0,0
7mzumwy0CcCFqH1fIeXmja,1,0,0,0
0sHYM0NiQCDAXDLf7QCWie,1,0,0,0
53POjwJP7OGcYXq6KokI6F,1,0,0,0
6WsEWS7Efh0U4TSja7N0Y7,1,0,0,0
6F4vMBkfpiGzm1sdXsw1Xz,1,0,0,0
2UWVFJyCMe1BE36isDV7Sf,1,0,0,0
621NnYCbT9LxWVflnsT14U,1,0,0,0
5JPVFHGVugOnhuQC1kSENe,1,0,0,0
4MlbSd0Yq0qmAZIDC3CumN,1,0,0,0
2fvHv5V2NUXdNLipzDRytT,1,0,0,0
0aAzuHdakBx3QziGAayHJh,1,0,0,0
2R1SATMvRY9aIdGR2bhkcO,1,0,0,0
2pwUHJRGbnZIEtGuIQKuiA,1,0,0,0
6m8SACMAaBNhjwlnpRo3we,1,0,0,0
5suAOU99OtEoJLPaujByse,1,0,0,0
68nASkcBGM3NXsAVEX0bh5,1,0,0,0
0SfTGa1bot45xNbWmtTv5O,1,0,0,0
3M1WWZNyhaEwjnQIgs3B5O,1,0,0,0
5VOUQfFJTn1FV7sS51jsnU,1,0,0,0
4mBduNyRoD92xdODSZ6yIG,1,0,0,0
0kqckxumiiFE4dfZqAgJFr,1,0,0,0
134LbkdcR9q0ReX6iInexU,1,0,0,0
5TbQe9MQtiAlcCD8kIXnrj,1,0,0,0
7hUYbcmY91tdHASkz2uzDw,1,0,0,0
6eK6epa4SXcFH3YHKifM9J,1,0,0,0
2E1q73FnOwwTIfUZkfibqf,1,0,0,0
72WrmceZR9elFPgp63rXCX,1,0,0,0
65UwBHYgFVqS3HVYABNwwI,1,0,0,0
6wtl9d1R1I3O6GYgJfjdlt,1,0,0,0
0IY8PtX1RbZhCLYcIpwykE,1,0,0,0
71EN6HDz6Dx9r8nv6lYtsI,1,0,0,0
4XlLZCQPs3Ww6ImJ5crvqx,1,0,0,0
1dpSj8IOkxuL85kxOJAO1f,1,0,0,0
7G7VQJeUSUhQ7W8tGUkCBq,1,0,0,0
7uIpGtb8KH3rPNztfg4jmv,1,0,0,0
3sTcHDzUKHdY3yd13thhy1,1,0,0,0
2XbnMByOUjYNXn12x0cIfl,1,0,0,0
2TUoVqjNLhS5KmMuCLWXy4,1,0,0,0
4kvsrywrT0ESKIXaumxx6K,1,0,0,0
29WAY9v2r7YykeyStNhMyS,1,0,0,0
4xo4s2hGmLVfuvn98ue4XM,1,0,0,0
3dbotWHXfwKx3OZXkNBPAr,1,0,0,0
0MtfPrLTUjQXfkk7TqRQyN,1,0,0,0
4RwLqejxKnNx8OoHryMq6I,1,0,0,0
5RludRY6ARXb1CmKEI6PvE,1,0,0,0
5poXbxArnETB0rdBn2YYOG,1,0,0,0
5vbXDXEC3cjEVCpyTPtkKT,1,0,0,0
3SOHvIx12JKX4tGyQD0isy,1,0,0,0
0uVixt26dwOH0rv6cV9dZU,1,0,0,0
6oSIpYyJ3slu1Kd9tqh7oh,1,0,0,0
1EPivq82QalSG668nTJ3Wo,1,0,0,0
40yulzmzO0cVq164UHIGrT,1,0,0,0
6uC8GuwPowYMs8bbuL65vc,1,0,0,0
3v9uodZVJMJQZ12u3Q6AC7,1,0,0,0
74bRB5MJ0tktQkb3AWGbAX,1,0,0,0
3pjEh7Oq9lT4CUzlLy0zJz,1,0,0,0
6poO7nQtA7CI68tkb6NaaP,1,0,0,0
2Rx2Ct0SEMhWGzbutqMtme,1,0,0,0
23EUhvDE4ECOo88ZwUyuNy,1,0,0,0
0wvLuUEsdEw9jKJ6tg1jxp,1,0,0,0
0n96BB9sMCzoOjWywxRGgR,1,0,0,0
4rYquQym74ejJpgMbgnrwu,1,0,0,0
5jBjDW51Pyicd80HLRd21e,1,0,0,0
52tIzScZPQrPB27gdwqKpx,1,0,0,0
7mosNQOeCDAky9Bt32fWzL,1,0,0,0
5zFLuAg5pfEkBDAn0Wf7Hl,1,0,0,0
3f2D9Lzhanz9lFLiEPIsBD,1,0,0,0
15EeqdKx0jaU6uO4z5zLkH,1,0,0,0
3zb8DDFMwvR3CIZiLOQjkg,1,0,0,0
3fEoQdXg0jpYthfW7D49ow,1,0,0,0
0L3NAL5f3yUDYemlTduBmN,1,0,0,0
2sO67Oo70fx9dcqZfyNfHK,1,0,0,0
7kr08yLXCf2UPkK9J4wlBg,1,0,0,0
4MZFYhoYHkUH5qiKpAZEa3,1,0,0,0
5OcqUAJZaVgr0kHobNOZ0K,1,0,0,0
243ANwTdQAXjiMyxfaA9J5,1,0,0,0
5XLrNHNgJ0HpmlrZFtpqmK,1,0,0,0
072VabpBA3McpI6svx4P4E,1,0,0,0
6bthMX8IFd5nvqp75v868G,1,0,0,0
2iT2cxruTwM0kEaK8ICWLr,1,0,0,0
3uqD3DYiLZu9CnqiOKKddh,1,0,0,0
2gXOfSzHerHZcts3eKHz7k,1,0,0,0
2qqMzTmehGRpo6d5uWUV4R,1,0,0,0
3kxrU1Tfmafgq0CZ7xeIJD,1,0,0,0
72uKKPPBdmKmvzi5t0amPu,1,0,0,0
6QQyJVQdMgKuRaOOAyWWC3,1,0,0,0
64SpIgm0WXOccbDxOMouH3,1,0,0,0
6yt6T5Qhcf5PrmykQDaz4W,1,0,0,0
3gbTyEmJsoeNn5R6fcn3lJ,1,0,0,0
72rzyFTihZoXma8JK3UnsG,1,0,0,0
6FtYVp53mzQgWqCeB97HL5,1,0,0,0
68k381BoO4vrGAhNEuOzQU,1,0,0,0
2TjAs51TQZIg6ZQzFHC7ZM,1,0,0,0
5oe0RDEnkJTFbin4E4lS3H,1,0,0,0
319w3rLlGwStNa47oimjJj,1,0,0,0
0kSiaxn8QtxOPiOiRcDv6p,1,0,0,0
2kg1xXDpoPJLUTRIoEXEMw,1,0,0,0
0v8t3hVn3zznUQHCuB84e3,1,0,0,0
1mgpf8VYSAMu3DCr8oPFkJ,1,0,0,0
0MvaTZFR2IiE1UKBGyW8tU,1,0,0,0
3QnCfdcNutpMldSGyF7eiz,1,0,0,0
56XMeiOTubtJUbRZjV8Rtr,1,0,0,0
3YMuK4hHy4Q7Y3NhKjaCd4,1,0,0,0
3FETdhONbfK4Cos0dZxmN5,1,0,0,0
6olnaPEb7y1ivlAfBElaBl,1,0,0,0
1frm8cV4gY0f6IFnWPbYBX,1,0,0,0
32VXMKlWGHeZhKb5kkay2A,1,0,0,0
6Li3sKgwSZe4fe5Da1oDzX,1,0,0,0
1EmxrmBDE85mjNAZTfBc4w,1,0,0,0
4WhFnWJE6ij3VLppa9aZqp,1,0,0,0
4hr1SSr7qzPHPbYuyEqqSy,1,0,0,0
1jSZEafXnJ7iGv4lH5qdmG,1,0,0,0
0urNrKU8ww4hhq4fEdDMKY,1,0,0,0
1tQDKBWDNAWQ4uwCY7rbSl,1,0,0,0
5NKG0J2URNbd8EpAobJ4Uf,1,0,0,0
4Tw2QkXxu2GHKtjvFAveG6,1,0,0,0
1HO25eyBirZxyfEdeyAZYd,1,0,0,0
5oBBalywkWiHgAaasIeYYV,1,0,0,0
3w5ugWaYMy17jjyUXNA7yq,1,0,0,0
3dlfr06xZnTHh10XUa3uL7,1,0,0,0
