id,dark_minimal_techno,psytrance,progressive_house,dubstep
0PX92t6zyTWC2QsOPoDu6l,0,0,0,1
3J8yzIWjH4lXfjivYEmPpm,0,0,0,1
16Y19VNOxx6kosVKfNNRBW,0,0,0,1
0TCiocLUJEGqXfsRZq3O4C,0,0,0,1
15too0qKnymmFk9TYQPmkY,0,0,0,1
0Z4wYAPCL1xsUpWj9lC3kh,0,0,0,1
16z62Q5uyucvc8CkwqX9nP,0,0,0,1
06powZ8RRRD7YS2UwQOvkY,0,0,0,1
1b2NXn5Gis2taU21k0Ig3p,1,0,0,0
0Y9n7KowWgGGbPbb21EJhz,1,0,0,0
7wqvbAS59X1xHEr56MYgkc,1,0,0,0
4nK9wo3U18big8WR3T5kJQ,1,0,0,0
0iHgclZd4CP00gi67HB4fD,1,0,0,0
3v9uodZVJMJQZ12u3Q6AC7,1,0,0,0
703nAL44cRgyGLviMInLef,1,0,0,0
19X1QtW9NXyds9ebcdSzhp,1,0,0,0
5EQdnbH3F2Tu8XUsFjfjT5,1,0,0,0
1E2LOSBUUFqUMJetfIm0qX,1,0,0,0
1pY30830dQrG3PU7bpayAJ,1,0,0,0
0kARYOLouIWaLR5AybrVtB,1,0,0,0
4Tw2QkXxu2GHKtjvFAveG6,1,0,0,0
3EAMJnZrEy5fGWfO4MHfNE,1,0,0,0
039kdZF8tqJ6IbEXLa4rrT,1,0,0,0
1HKcIQ3D2Gno50l0vjMYFD,1,0,0,0
4wD2H7lbOlrfid5srNlWTg,1,0,0,0
0ZGqJnbgoKo4M2G2yRA5qT,1,0,0,0
1MgXHiNj7wdZk0ci3uYTfY,1,0,0,0
0GAq2xrV81lDigwQUWxicv,1,0,0,0
0kNbatMboaGdyVNdLDzKYe,1,0,0,0
2kg1xXDpoPJLUTRIoEXEMw,1,0,0,0
68rD3W0GlqsVBlN492uyCs,1,0,0,0
0h7P6JS3TygunZK4YO7Kz1,1,0,0,0
7b6M4QLsWTQ6WntdWzEmFQ,1,0,0,0
56XMeiOTubtJUbRZjV8Rtr,1,0,0,0
3p7inN5GDZ8jQqtaFbfjHn,1,0,0,0
5poXbxArnETB0rdBn2YYOG,1,0,0,0
6DbVtbnrGBeGcDl9sMKGIz,1,0,0,0
2tvs90kxTimQopjweKgNL8,1,0,0,0
23EUhvDE4ECOo88ZwUyuNy,1,0,0,0
5C9iIKOKKudfYVYF0fz0dy,1,0,0,0
4hr1SSr7qzPHPbYuyEqqSy,1,0,0,0
0eod1mkKiF6l5zI4kroh71,1,0,0,0
7ungiwVTtUGS2QeZsCAklB,1,0,0,0
3sTcHDzUKHdY3yd13thhy1,1,0,0,0
5WMyeVioR4LHlX2mKOYgOS,1,0,0,0
7GIsHjr6SEVuV0WzS51rOS,1,0,0,0
1AF4Jfkj8q5M4NelirHLkW,1,0,0,0
2HuLvXyHbT3XzTvzf6Z6UL,1,0,0,0
5tKRToQkdcAR0NnBfRw7s8,1,0,0,0
40yulzmzO0cVq164UHIGrT,1,0,0,0
0uVixt26dwOH0rv6cV9dZU,1,0,0,0
2cXrQ6PdEp37BHRwD6JAbg,1,0,0,0
4YkQJnsOzN92VKObvgbW6F,1,0,0,0
7oMmpMK3WzAXo3LF0Qntwa,1,0,0,0
34hPRSsSe23bW8HuRvhV6o,1,0,0,0
4VkZfYGRXFbj5lYVABKVGW,1,0,0,0
78Ku7bz3MSQinpAhrcpOzy,1,0,0,0
7hUYbcmY91tdHASkz2uzDw,1,0,0,0
3aA8KRhBN52TkA9YuecZf8,0,0,1,0
6iMGnxGihd6sV3BbEiS550,0,0,1,0
0nxaleW3kD3qrm2iwZ4dWb,0,0,1,0
6gg9oxBoKWlssxGSEkjrX2,0,0,1,0
29y1S4hlLA0ZSCaeKpqPfM,0,0,1,0
0O6crGWCEHoW6lEttcVGtU,0,0,1,0
4rUcS0J0VDBG4lkWKJVgx4,0,0,1,0
4G1VeXpDVtsWeBD36MWzuZ,0,0,1,0
29uuP2hlQgyI3SqoKmofs4,0,0,1,0
2ycFPsx3zoBoc2ny9SDbMM,0,0,1,0
0vHVKtboJuMI4vnBrAxyuu,0,0,1,0
7s1E6w4oRXFppMuMIOQDtC,0,0,1,0
1OLhJPfvRxAezi8n5qhqpH,0,0,1,0
1h1d1YP9sMnm1mYy9Im5NQ,0,0,1,0
7IT80mooIZIbJZNtMDvCxB,0,0,1,0
051vBD5hiFyltVRw8O0m4Z,0,0,1,0
67GTn7J0LZZIHZifT8frrd,0,0,1,0
3541C1RfR6BYxHz9sQDq88,0,0,1,0
1KHtn7XlchfNCiMKXUFqMp,0,0,1,0
1TpHhuQzg7WFg9l2r2Drr0,0,0,1,0
7hpoDwNt4O1XZrxGcY9pF0,0,0,1,0
6eby7zniM3yMWT07OZGpe5,0,0,1,0
3DrbsmkiMi84anyH1JYu6j,0,0,1,0
32OOKC7TmVWK6bwmjD1OFV,0,0,1,0
6bmc3SL19T3emWL2NQDJEC,0,0,1,0
4DaaNoc2VFFfdqf4poJIcg,0,0,1,0
1eiI8Ki2Dftp9wdaPsQZkO,0,0,1,0
7MOOhp5yAFZtaDRolT9Pwr,0,0,1,0
5y2WV6A7t1gujZcDDJamzH,0,0,1,0
2c5CEA3BSsMtEHdFpFHyHN,0,0,1,0
0PFf1Hj0P8HWzUMlY3jspu,0,0,1,0
6lnazE35bUlT8mxwNqHYWg,0,0,1,0
384Zra7bHHYKalTwMcokWz,0,0,1,0
2jngKAKKPHTALpNiortCMN,0,0,1,0
2OdoM8QkUqbymznSxTp7g4,0,0,1,0
5GmtGR3MwrTCgi8UtngNK7,0,0,1,0
50L9Iz0yqrQrchc6c3inxG,0,0,1,0
27sSrkdmxQ4WE4P71U8VqU,0,0,1,0
042Ry8pHFnM760Q9tQ4Gx9,0,0,1,0
0ffRZ3Mg6MUmgX149YhqcE,0,0,1,0
3yWTso8csVvlglxxik8EHQ,0,0,1,0
7Ec3eXxUuCXyu28bV2BkdN,0,0,1,0
66BizPseVHNfGtlJBwnnEG,0,0,1,0
1dgrIoED81ylk6LUyGpKDm,0,0,1,0
3PSryBaoxghvTWn1jnbAv6,0,0,1,0
7yGxTi1VLwdwkdR3MIJMg5,0,0,1,0
5lbZybOH687sMkZWnBxF4P,0,0,1,0
54yObFoAeg9YpDtcSjKnn6,0,0,1,0
4piKyA3CzS8hTC92tiUuuD,0,0,1,0
549aiAj8AKGRhi53VV1KSn,0,0,1,0
4jNSXdMVWDBbMYfuIJQQ8J,0,1,0,0
15GoId0c18sHXpntdhDEw2,0,1,0,0
6mpEpBqRVq7kcFa0A83ksp,0,1,0,0
0PI1snkNIULAFsK0d9PAS6,0,1,0,0
1eXwvrBdol6pcfGXoRW3II,0,1,0,0
2Q8UMUrZY7jsX7MAXeDQPx,0,1,0,0
3RdKMkHQC1A3Gihq7xCwHP,0,1,0,0
1VgQhPp3sViSPNHadutZi1,0,1,0,0
0wojmtCDm6BuJj6oE3RKOK,0,1,0,0
6jTldBZobLjpjzjGboZMX8,0,1,0,0
3ZkIF2DY09AJSbAJe1HPKr,0,1,0,0
0Gw099A48ACHl9eZY5Ubor,0,1,0,0
7kK0AUyOgA6cOjyNIQxGvD,0,1,0,0
4KaAcGT9SQnMSeiVGjYveQ,0,1,0,0
18JYNkjVWlZON8PVIgYrYu,0,1,0,0
4XPfHZUzjseQrxArqumORW,0,1,0,0
50ybZat8m6qstV9F5xMIkJ,0,1,0,0
0R5JqFqAfPRX8Nwch3hUEa,0,1,0,0
4X0bCniYl6eYheGzkxx6xA,0,1,0,0
2KCcTrN35CpLsgjCaZpMR0,0,1,0,0
21DTjgUuObr4N9eDLwo18h,0,1,0,0
7jiAvesH35sCWnFwtPJh27,0,1,0,0
3iECsswCVixlNZFwTzgvAG,0,1,0,0
3lLdaJjw9uN0cozyILlgUv,0,1,0,0
7ohvzXn0MDWPlOyi6enLOy,0,1,0,0
4TLVReV7qDpybfygdlYaK8,0,1,0,0
1yrRrnCtqG2ICItTVMdXoB,0,1,0,0
0SGE2xVYlmzXsiJhAAQJSv,0,1,0,0
1xoQxO9jLRmA9StWTpasxN,0,1,0,0
3IKMn8Edx97LKo8Eh3bbtF,0,1,0,0
28wC4Ori0HB7EvS9086jdI,0,1,0,0
3LXOU2b4ER2SFasfFH4Bwo,0,1,0,0
6BJd3GzivXB7laiKxhi9gT,0,1,0,0
2MsQ2WdOjYhwxatIVJ269Q,0,1,0,0
43Bg4RP3FQ0Eab0OGfCZWI,0,1,0,0
23nQpHVwCOngzy3kdMJhHR,0,1,0,0
0bGTlCQ5GTvXzTiMGGKFOC,0,1,0,0
7tyTlvERt18LoNrXAJCxjK,0,1,0,0
1CJCZFlGKi1sA9EwZAJFuQ,0,1,0,0
7JulbcBLSBOFdc7RyeM2At,0,1,0,0
314Vo5r8ippmxVzHyC0Qk9,0,1,0,0
3jdBObXjewlBc2KamxEHAM,0,1,0,0
3kEXHrfyBU24d1tNpCLevG,0,1,0,0
7ndGXaqSZoufkQ2LGo2Xs5,0,1,0,0
1BNl5rJsiK0d9uVfOI8zmz,0,1,0,0
6rlVqkDc3UI3kCq6CEx0oP,0,1,0,0
7sicyHXaIyhvIlpvAo7nDV,0,1,0,0
23x0xNhlWttRgsLreqlkU8,0,1,0,0
5E1DDT2g1WfwXqhXCjYL5C,0,1,0,0
17LznAjNFzuq1QcL1wd714,0,1,0,0
