id,loudness,dissonance_mean,dynamic_complexity,pitch_salience_mean,spectral_centroid_mean,spectral_complexity_mean,spectral_decrease_mean,spectral_energyband_high_mean,spectral_energyband_low_mean,spectral_energyband_middle_mean,spectral_energyband_middle_high_mean,spectral_energyband_middle_low_mean,spectral_entropy_mean,spectral_kurtosis_mean,spectral_rms_mean,spectral_rolloff_mean,spectral_skewness_mean,spectral_spread_mean,zerocr_mean,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,onset_rate,chords_changes_rate,chords_number_rate,chord,chord_strength,chord_scale,key,key_scale,key_strength,meter,pulse_clarity_low_mean,pulse_clarity_middle_low_mean,pulse_clarity_middle_mean,pulse_clarity_middle_high_mean,pulse_clarity_high_mean,attack_slope_low_mean,attack_slope_middle_low_mean,attack_slope_middle_mean,attack_slope_middle_high_mean,attack_slope_high_mean,spectral_flatness_low_mean,spectral_flatness_middle_low_mean,spectral_flatness_middle_mean,spectral_flatness_middle_high_mean,spectral_flatness_high_mean,entropia_clarity_low,entropia_clarity_middle_low,entropia_clarity_middle,entropia_clarity_middle_high,entropia_clarity_high,attack_time_low_mean,attack_time_middle_low_mean,attack_time_middle_mean,attack_time_middle_high_mean,attack_time_high_mean,spectral_flux_low_mean,spectral_flux_middle_low_mean,spectral_flux_middle_mean,spectral_flux_middle_high_mean,spectral_flux_high_mean,bpm
4uWVsQ8aM9GVENQalbvq75,0.986043572426,0.4943538904189999,1.19573533535,53.3286056519,0.00311769288965,2956.85839844,42.3125495911,0.0359077006578,0.00424647051841,0.0192946288735,0.0102227181196,0.00261321733706,8.1906080246,3.04048061371,0.00584428757429,3345.87133789,1.26669812202,4794099.5,0.103030391037,-576.353759766,37.4611434937,-19.0325889587,21.4110832214,12.7541246414,15.6036510468,18.8527374268,20.2323970795,14.0750055313,16.4485874176,10.7858915329,14.5336236954,9.19495391846,3.29212760925,0.0451713390648,0.00623052939773,10.0,3.16973161697,1.0,10.0,1.0,0.567229270935,2,0.449046730995178,0.101265311241149,0.293593436479568,0.142850369215011,0.070788651704788,14.45508082015304,7.339089363759728,16.39697473858102,12.3750577781835,11.481343463508844,0.000120884569748,0.000663829421564,0.002529756632522,0.005968976185875,0.033514905879725,6.00831937789917,5.128821849822998,5.987484455108643,6.085340976715088,5.958913326263428,0.003936414748547,0.001343967472046,0.000780449165967,0.000739541793728,0.000743607787942,0.162722160684087,0.109739880635751,0.241248969647432,0.176778549194359,0.170241185695702,77.84
4GHc8mQeCVWq8MlD1CEmv2,0.976745545864,0.4946158230299999,1.99944877625,89.2882003784,0.0148090412839999,3456.32617188,27.1200313568,0.017765564844,0.00484235072508,0.00725439470261,0.00489206053317,0.000806043623015,8.29315185547,1.90914690495,0.00401693582535,5665.234375,1.08334684372,5484464.5,0.162427917123,-612.382385254,14.0416812897,-7.79351139069,20.5513687134,13.7752447128,22.0486984253,15.409078598,12.9503650665,12.1132583618,15.7095861435,16.8172206879,13.1767864227,7.01178264618,3.29212760925,0.0607476644218,0.00467289704829,10.0,3.20033836365,1.0,10.0,1.0,0.578546345234,4,0.500729799270629,0.03873499110341,0.144584506750106,0.21061997115612,0.126198500394821,6.503280188317979,2.6767531782601592,9.22140455554936,7.813214751794153,7.643635226303424,0.0003138024316,0.002248628058649,0.003914437857257,0.005155032339729,0.014084756956629,5.946645736694336,4.956804275512695,5.744370937347412,5.804682731628418,5.844982147216797,0.004819825072886,0.001113054745707,0.000806997084548,0.000773436993845,0.000698542274052,0.054932438310072,0.042799971145118,0.12763517322558,0.124878196946472,0.129393547761701,70.3
2alDalhotF1t7ldnToc0Ec,0.974770367146,0.48996040225,1.47965049744,51.6190071106,0.0077942321077,2743.41259766,34.0943107605,0.035080909729,0.0048624179326,0.0182165894657,0.0084467679262199,0.00335245300084,8.25480937958,2.20375370979,0.0056687691249,4096.99902344,1.18577754498,6111843.0,0.123562179506,-585.071105957,45.9845199585,-2.33105063438,9.74813938141,5.5175809860200005,13.0117340088,13.4838314056,13.9525680542,9.57400226593,8.12854003906,2.34981560707,4.00859832764,4.35096073151,3.0905687809,0.1074766367669999,0.0155763244256,10.0,2.73011136055,0.0,10.0,0.0,0.597987115383,3,0.466439008712768,0.035305574536323,0.27069267630577,0.111950330436229,0.114426910877227,16.60378555511761,11.466561596230068,21.36160667075056,14.373252281496177,14.40071215218228,0.000184243891919,0.000548258863183,0.005029729798887,0.011748939382093,0.080319423744083,5.450071811676025,4.427671432495117,5.45096492767334,5.48263692855835,5.306694507598877,0.003593027527584,0.00127710260134,0.000760274147112,0.000754286733419,0.000744095390965,0.341457879896594,0.203176087570115,0.350236590409502,0.246368740616783,0.267814835909526,73.15
2GXNlNNpML4DTIiE55qFhE,0.985470175743,0.481594830751,1.21909189224,22.3655529022,0.00233826972544,1877.52819824,27.1839447021,0.0533104389906,0.00259882956743,0.0377927049994,0.00657025538385,0.00709155807272,8.01455593109,2.93611121178,0.00710200006142,1314.78686523,1.34385359287,5907873.0,0.0622008666396,-591.696350098,92.6667556763,7.45542430878,20.4462890625,21.8034095764,20.0645084381,6.98423194885,12.1435136795,4.63418483734,6.90939378738,5.52829313278,7.10576629639,7.46598911285,3.89680433273,0.0295950155705,0.010903426446,7.0,2.02853059769,0.0,0.0,0.0,0.5680234432219999,8,0.487270474433898,0.394274950027465,0.133666858077049,0.038059506565332,0.024748738855123,15.494748096377965,7.128588569278335,7.559391346037522,4.032289035166143,4.281041284982272,2.474534283495161e-05,0.000203133738998,0.002505295771994,0.008861789113554,0.016024940135252,5.853959560394287,5.646383762359619,5.951124668121338,5.640665531158447,5.35180139541626,0.004345154235264,0.001494451824122,0.00078144078144,0.000768694065397,0.000683626507802,0.153576873583902,0.110172887278811,0.125929506970729,0.080742177933874,0.089056744769285,69.96
42sPBDV0oxrfng1VALIfdb,0.972478985786,0.48517587781,1.35402524471,33.2446365356,0.0319563522935,2694.7487793,32.8713951111,0.0534619726241,0.00450892699882,0.0367016084492,0.0067205526866,0.00499710766599,8.1394367218,2.07226634026,0.00695908255875,2166.29541016,1.04629898071,5372452.5,0.0844075754285,-586.472106934,45.0507202148,-5.29582023621,19.8641147614,2.71258378029,6.23245668411,5.04362154007,14.319231987,13.9117593765,20.3656387329,16.8162231445,14.1004161835,8.29045581818,1.88121581078,0.0576323978603,0.010903426446,10.0,2.3210337162,0.0,10.0,0.0,0.635656297207,2,0.523709118366241,0.061844490468502,0.196363016963005,0.137673139572143,0.08313837647438,17.198780267517456,8.304909449232973,11.788605157386248,8.776298464200076,8.633652240164736,0.000135338432325,0.00029107392021,0.00288493696818,0.006710035308908,0.042514123693886,4.610702991485596,4.102299690246582,4.568272590637207,4.564123153686523,4.371530532836914,0.004158100277147,0.001292263646613,0.000778363779968,0.000726007917291,0.000745096532021,0.205480788112945,0.138199303526553,0.18922821434101,0.14572319017318,0.152326804855386,69.65
3vaqtMy2vzK4898GznpZTY,0.98211234808,0.489011973143,1.20493888855,37.3122673035,0.00389711605385,2676.20629883,33.4925956726,0.0575827583671,0.00691134296358,0.0374877750874,0.00735718477517,0.00699543673545,8.29034233093,1.83101534843,0.00720779458061,3570.58642578,1.1757683754,7155167.0,0.116408459842,-571.14465332,49.6360054016,8.66567897797,19.161687851,21.2550392151,16.8444919586,15.9972219467,12.6900205612,4.02022981644,13.7781839371,7.69886112213,8.86859989166,7.68612766266,4.36710834503,0.130841121078,0.0140186911449,1.0,2.77520275116,1.0,10.0,0.0,0.459489405155,2,0.507232367992401,0.314112514257431,0.124873138964176,0.063813470304012,0.098785996437072,15.612048875788446,8.013578761767574,11.199461111173472,8.463601079410822,10.611246079341951,6.908508738288984e-05,0.000649432719646,0.004660530126972,0.009579893210438,0.024097895103788,5.256765842437744,5.053975105285644,4.94154167175293,5.076552391052246,5.242312431335449,0.003725967154538,0.001531655607028,0.000774731160357,0.000723675973456,0.000738205851446,0.267911130818939,0.150612223427014,0.163649127120516,0.12655649647548,0.163637870325122,85.8
5ooGpe7SVkEb3HWzCLfGzt,0.969788730145,0.488179534674,2.09295225143,52.9788589478,0.0140296183527,2661.53613281,33.8799705505,0.0374566689134,0.00567946024239,0.0200310610235,0.00823096930981,0.00378844304942,8.24022483826,2.24194073677,0.00571304559708,3900.6496582,1.18891584873,5949168.0,0.119222827256,-584.39251709,52.4660568237,-2.93601417542,9.02486419678,10.7397451401,14.8221321106,10.2692089081,14.0312824249,8.73000717163,12.7222108841,9.21604442596,9.89189147949,1.97848725319,3.29212760925,0.079439252615,0.00778816221282,5.0,2.22745323181,0.0,10.0,0.0,0.6547121405599999,4,0.429466038942337,0.077692195773124,0.297486782073974,0.112145274877548,0.098809897899627,14.402828805925417,9.088491274714242,16.336362277368327,11.462286165952044,12.116208785726302,0.000190735706616,0.000595234084424,0.003458548278437,0.009493760843176,0.046982960305038,5.652046203613281,5.2471604347229,5.646430492401123,5.669890880584717,5.560204029083252,0.003630168379408,0.001335456168282,0.000836962651021,0.000713450292397,0.000725263650433,0.168067690235721,0.13326658211147,0.241267278761324,0.175126617647567,0.194184917736512,64.7
4uatUqDR0kWUQzpTJ4Z9wA,0.973490953445,0.463607102633,3.55850625038,15.7321128845,0.106780983508,1389.50891113,9.71005439758,0.0624073632061,0.0010991821764,0.0516272448003,0.0022611443419,0.00835307966918,7.5525302887,5.74133872986,0.00686194607988,1104.70910645,1.59614121914,5337491.5,0.0423967428505,-712.77746582,114.340934753,22.1532878876,28.4269199371,10.1562452316,12.8030261993,8.00996780396,12.5627756119,8.61058330536,8.66344547272,12.4583644867,14.6135473251,10.109919548,5.87879943848,0.141744554043,0.00934579409659,10.0,2.35293865204,1.0,10.0,1.0,0.575402498245,4,0.6866428256034851,0.140590950846672,0.134083777666091,0.037140905857086,0.018968600779771,12.55875907613134,6.211348296077678,3.938052885114286,1.9943777156965847,2.3984452549970943,0.00013815025969,0.00051632185558,0.004865753345463,0.01348835825262,0.022190126972914,5.831828594207764,5.015375137329102,4.949685573577881,5.035993576049805,5.13300085067749,0.00451407374544,0.00252255249926,0.00093840779555,0.000848245095139,0.000795366795366,0.284492853742547,0.165402384796245,0.108037588081624,0.063273810898136,0.068320118008161,70.48
4qXQi1FQEMTqYUeKLxOily,0.983820259571,0.446546852589,3.38678836823,6.5644493103,0.0303975064307,780.666931152,11.1402959824,0.134778350592,0.000969381420873,0.120674088597,0.00283562252298,0.0100571634248,6.89688682556,17.0182991028,0.010563839227,401.592010498,2.76422286034,4283597.5,0.0176028627902,-747.381225586,168.648239136,34.4626960754,26.223274231,20.9484615326,3.90009188652,2.4335603714,12.9337491989,17.2882137299,19.6827259064,13.8152427673,12.0441493988,8.66447162628,5.61005449295,0.0981308445334,0.00934579409659,5.0,1.96495556831,1.0,10.0,0.0,0.601820349693,4,0.7568095326423641,0.10414882749319,0.099352486431598,0.027271784842014,0.013266982510685,-inf,5.027502136736144,2.823299270316271,0.994857305341826,1.065303220192558,3.626052327922727e-05,0.000211568749381,0.003673076800543,0.024959887827729,0.026308133179623,5.964742660522461,5.277707099914551,5.284738540649414,4.193399429321289,4.284885406494141,0.004981059090302,0.002665199413098,0.001334133653461,0.001050420168067,0.001056555955715,0.160237035139118,0.094375666070595,0.064794280791454,0.031663529045809,0.035413623779446,70.03
3UQLxlYcYczjBI7UBkY8X9,0.977008283138,0.480478703976,1.94378995895,27.0561733246,0.0265003889799,2019.58984375,21.8939990997,0.0517381727695,0.00213256361894,0.0359116606414,0.00615695398301,0.00812565069646,7.98478984833,2.44810342789,0.00661726947874,1548.22814941,1.30454289913,5676934.5,0.0621989630163,-605.876342773,72.5663146973,-3.31797766685,12.258597374,17.1347827911,10.1957159042,3.42719817162,16.616355896,7.29031467438,5.68717002869,8.43786621094,8.29248905182,3.24062895775,5.20693683624,0.0778816193342,0.0124610587955,2.0,2.37304925919,0.0,10.0,1.0,0.543975114822,8,0.639858305454254,0.071433499455451,0.184309259057044,0.058111563324928,0.048910494893789,11.767762821665736,8.620809907549049,9.5115133966998,5.327181232091544,5.454985755002525,0.000166530806906,0.000289477389685,0.002026978541821,0.007188567682248,0.019765994319858,5.847334384918213,5.064994812011719,5.441112518310547,5.2269697189331055,5.46672248840332,0.004141392668178,0.001245646024732,0.000765100513435,0.000739135032251,0.00074465710291,0.234865395871103,0.149071528510728,0.146033483165343,0.087530300000767,0.094114795265972,70.11
4Y3wfes2jxXw8BAyHm7SAS,0.965607881546,0.474912405014,2.89311432838,38.1376457214,0.0943102091551,2321.46777344,18.3717842102,0.0405304767191,0.00379067589529,0.0257058292627,0.00484378030524,0.00681273732334,8.01030635834,3.56461834908,0.00551261939108,3271.55151367,1.14455485344,6597216.0,0.110957063735,-656.666931152,51.1500587463,10.703584671,13.53627491,0.8584292531009999,6.90127944946,5.45879936218,10.4125566483,8.25271320343,4.2225394249,0.5995793938639999,6.60670042038,5.29676294327,6.38269662857,0.0872274115682,0.0155763244256,8.0,2.4687538147,1.0,1.0,1.0,0.439637571573,2,0.5783834457397461,0.049452278763055,0.213404834270477,0.09492915123701,0.07460793852806,12.5049722945599,9.33378703215551,9.821832459604352,7.795048512654678,8.536354870503976,0.004871332662964,0.004384167422476,0.007908592124676,0.014113371886531,0.026330169576368,5.749305248260498,4.82067346572876,5.329026699066162,5.313889980316162,5.502381324768066,0.002665633910329,0.001527735472298,0.000820500671246,0.000737694746223,0.000729233650342,0.251826487264522,0.168167718749745,0.164286657066721,0.120045966722897,0.136199088805065,75.31
1VNaye4eFtGxZsIXvMzHi3,0.985519707203,0.475015878677,1.63219797611,17.8479614258,0.00857365503907,1658.17248535,19.7201862335,0.0665027350187,0.00131764961407,0.0526616312563,0.00710200145841,0.00554470811039,7.4690656662,9.50876235962,0.00779624516144,1079.13110352,1.63797259331,3795803.5,0.0340868271887,-681.734924316,102.787445068,-8.06669235229,43.9443016052,18.048784256,25.9045543671,12.884305954,17.5254402161,14.8902730942,17.2143383026,12.561337471,12.0095052719,6.98666667938,5.07256412506,0.0809968858957,0.00934579409659,10.0,2.44127202034,1.0,10.0,0.0,0.578991889954,4,0.298038631677627,0.174142286181449,0.457791149616241,0.079151704907417,0.018540009856224,24.8183403569702,11.560409439478375,11.161765076457415,6.511845071664866,5.70326761336292,6.0596760522206376e-05,0.00019793717061,0.001534811567406,0.005632384520631,0.018649832860218,3.993835687637329,3.40991735458374,4.597218990325928,4.633833885192871,4.319222927093506,0.004749445565772,0.002262340833769,0.001009070294784,0.000837382572076,0.00080486407017,0.449755241689221,0.200313231014356,0.248793410093571,0.137635382635632,0.128270545045966,71.28
